title,link,text,language,family
Music of the Democratic Republic of the Congo - Wikipedia,https://en.wikipedia.org/wiki/Music_of_the_Democratic_Republic_of_the_Congo,"June 1, 2026 - Congolese popular music developed alongside the urban growth of Léopoldville (now Kinshasa) in the 1930s and the expansion of colonial commercial enterprises, which exposed local musicians to global genres such as Cuban rumba, jazz, blues, biguine, highlife, and bolero.",Uzekwe,Niger-Congo
List of Democratic Republic of the Congo musicians - Wikipedia,https://en.wikipedia.org/wiki/List_of_Democratic_Republic_of_the_Congo_musicians,"November 5, 2025 - This is a list of musicians and musical groups from the Democratic Republic of Congo (formerly Zaire).",Uzekwe,Niger-Congo
Niger-Congo Music Acts For Hire (Jul 2026) | Get Prices,https://acemusicbookingagency.com/niger-congo-music/,"3 days ago - Live Niger-Congo Music Acts For Hire Near Me | Find Available Local Musicians Playing Music In Niger-Congo Language Family (Swahili, Yoruba, Shona, Fula, Igbo Languages) & Get Free Niger-Congo Music Act Hire Prices!",Uzekwe,Niger-Congo
Ukelle People of Nigeria. – Alkebulan Movement,https://panafricanrevoluntionmovement.wordpress.com/2017/12/05/ukelle-people-of-nigeria/,"December 5, 2017 - The Principal ethnic divisions are Ekuri – Yakurr , Nkembe known as Mbembe , Boki , Yola , Ukelle , Obanlinks , Ejagham or Ekoi and Tiv , who are found in much larger numbers across the border or mush wall in Nigeria , but there are many subgroups in addition , In Ukelle traditions they perform folk songs using musical instruments , food plays a significant role in ceremonies , normally It is rude and unpleasant not to invite guests to share in a meal when they visits , visitors were also invited to attend an event such as marriage , festivals and baby ceremonies .",Uzekwe,Niger-Congo
Congolese Independence Mix on Apple Music,https://music.apple.com/us/playlist/congolese-independence-mix/pl.c8e2619083904bf5bc057ee840b01892,"February 8, 2019 - Listen to the Congolese Independence Mix playlist by OkayAfrica on Apple Music. 16 Songs. Duration: 1 hour 27 minutes.",Uzekwe,Niger-Congo
Niger-Congo | Ethnologue Free,https://www.ethnologue.com/subgroup/47/,"Kukele kez, a language of Nigeria · Uzekwe eze, a language of Nigeria · Ubaghara-Kohumono 4 · Kohumono 3 · Agwagwune yay, a language of Nigeria · Amon umm, a language of Nigeria · Hohumono bcs, a language of Nigeria · Ubaghara 1 · Ubaghara byc, a language of Nigeria ·",Uzekwe,Niger-Congo
Best of Congo (Kinshasa & All Zairean Music) - playlist by Melynga | Spotify,https://open.spotify.com/playlist/1P9XoRjC7t3W9iZs5nAIx4,"Africa Collector, Vol. 1 (World Music Collection)",Uzekwe,Niger-Congo
"Congolese Music - Free Mp3 Downlaods, Music Charts, Songs, Biography",https://www.afrocharts.com/country?id=cod,"Stream & Download Congolese Music for Free on AfroCharts - Free MP3 download, Congolese Top Music Charts, Congolese Artists, Congolese Songs, Playlists",Uzekwe,Niger-Congo
Congolese Music – World Music Central,https://worldmusiccentral.org/world-music-resources/musician-biographies/congolese-music/,The Democratic Republic of Congo is located in Central Africa. Popular musical genres include Congolese rumba and soukous.,Uzekwe,Niger-Congo
Ukelle People of Nigeria - OLALEKAN ODUNTAN,http://www.olaleone.org/2022/05/ukelle-people-of-nigeria_25.html,"May 25, 2022 - I am a Gemini. Born 26th of May 1964. Geminis are versatile people. After my secondary education, I was trained at the then Center for cultural studies, University of Lagos, Akoka Yaba, Lagos, Nigeria, (Now Creative Art Department) where music, dance and drama were taught to us.",Uzekwe,Niger-Congo
